Date,Close,High,Low,Open,Volume,coin,avg_sentiment,return,lag_sentiment
2023-04-07,17.624462127685547,18.122793197631836,17.539928436279297,18.000171661376953,128153713,AVALANCHE-2,0.0,-0.020969239281278695,0.0
2023-04-08,17.464860916137695,17.740571975708008,17.407833099365234,17.621835708618164,87844490,AVALANCHE-2,0.0,-0.009055664246180872,0.0
2023-04-09,17.560928344726562,17.636962890625,17.281646728515625,17.465778350830078,92348601,AVALANCHE-2,0.0,0.005500612289451423,0.0
2023-04-10,17.932527542114258,17.960126876831055,17.413124084472656,17.560331344604492,125916354,AVALANCHE-2,0.0,0.021160566804504066,0.0
2023-04-11,18.16439437866211,18.564979553222656,17.904096603393555,17.934492111206055,176916860,AVALANCHE-2,0.0,0.012929958479267034,0.0
2023-04-12,18.491119384765625,18.69649887084961,17.73080825805664,18.1640625,310077628,AVALANCHE-2,0.0,0.017987112550656992,0.0
2023-04-13,18.85436248779297,19.011821746826172,18.154972076416016,18.25657081604004,250901057,AVALANCHE-2,0.0,0.019644192191339727,0.0
2023-04-14,19.248788833618164,19.30904769897461,18.51934814453125,18.85417366027832,256976337,AVALANCHE-2,0.0,0.020919633113056113,0.0
2023-04-15,19.107620239257812,19.508121490478516,19.030517578125,19.248149871826172,186898140,AVALANCHE-2,0.0,-0.007333894905314775,0.0
2023-04-16,20.20197868347168,20.46013641357422,18.935701370239258,19.107135772705078,272546344,AVALANCHE-2,0.0,0.05727340351706589,0.0
2023-04-17,20.514562606811523,21.093420028686523,20.028791427612305,20.201345443725586,504173915,AVALANCHE-2,0.0,0.015472936004807591,0.0
2023-04-18,21.227848052978516,21.52521324157715,20.380550384521484,20.51787757873535,289785299,AVALANCHE-2,0.0,0.034769712610404735,0.0
2023-04-19,18.993925094604492,21.22297477722168,18.7923526763916,21.22297477722168,375670294,AVALANCHE-2,0.0,-0.10523548843946895,0.0
2023-04-20,18.332067489624023,19.401334762573242,18.29507827758789,18.990333557128906,294882989,AVALANCHE-2,0.0,-0.034845752085674975,0.0
2023-04-21,16.953628540039062,18.49474334716797,16.810550689697266,18.332883834838867,312839997,AVALANCHE-2,0.0,-0.0751927708298673,0.0
2023-04-22,17.23383903503418,17.3404483795166,16.85211181640625,16.95215606689453,141967935,AVALANCHE-2,0.0,0.016528054412266346,0.0
2023-04-23,16.86546516418457,17.24839973449707,16.592947006225586,17.234935760498047,135279687,AVALANCHE-2,0.0,-0.02137503257984208,0.0
2023-04-24,16.939165115356445,17.220006942749023,16.59712028503418,16.86475372314453,162414862,AVALANCHE-2,0.0,0.004369873611810293,0.0
2023-04-25,17.64320945739746,17.73865509033203,16.805578231811523,16.937700271606445,201291903,AVALANCHE-2,0.0,0.041563107582129444,0.0
2023-04-26,17.189762115478516,18.196632385253906,16.4422664642334,17.64189910888672,301564451,AVALANCHE-2,0.0,-0.025700955544050608,0.0
2023-04-27,17.724498748779297,17.89904022216797,17.14951515197754,17.19050407409668,204597089,AVALANCHE-2,0.0,0.031107855344855384,0.0
2023-04-28,17.56381607055664,17.807231903076172,17.306236267089844,17.724470138549805,127740732,AVALANCHE-2,0.0,-0.009065569667166096,0.0
2023-04-29,17.48208236694336,17.718311309814453,17.409038543701172,17.562843322753906,98790066,AVALANCHE-2,0.0,-0.004653527643704747,0.0
2023-04-30,17.166259765625,17.809911727905273,17.149097442626953,17.483182907104492,117908615,AVALANCHE-2,0.0,-0.01806550242066951,0.0
2023-05-01,16.65838050842285,17.21229362487793,16.537229537963867,17.162769317626953,136356603,AVALANCHE-2,0.0,-0.029585900722483793,0.0
2023-05-02,16.854707717895508,16.966835021972656,16.527618408203125,16.658727645874023,109496323,AVALANCHE-2,0.0,0.011785491955438765,0.0
2023-05-03,17.222131729125977,17.314401626586914,16.440670013427734,16.85454750061035,162088946,AVALANCHE-2,0.0,0.02179948874701365,0.0
2023-05-04,16.91795539855957,17.252674102783203,16.83331871032715,17.2237548828125,113190608,AVALANCHE-2,0.0,-0.01766194425583123,0.0
2023-05-05,17.38660430908203,17.41295051574707,16.896852493286133,16.92181396484375,171744723,AVALANCHE-2,0.0,0.027701273557108497,0.0
2023-05-06,16.63551902770996,17.482257843017578,16.502220153808594,17.38744354248047,133852669,AVALANCHE-2,0.0,-0.043199078326049856,0.0
2023-05-07,16.447729110717773,16.737930297851562,16.440841674804688,16.635347366333008,95305315,AVALANCHE-2,0.0,-0.011288491611195495,0.0
2023-05-08,15.423477172851562,16.50736427307129,15.07004165649414,16.44506072998047,244045721,AVALANCHE-2,0.0,-0.062273152176295365,0.0
2023-05-09,15.335582733154297,15.57580852508545,15.256746292114258,15.42355728149414,116223244,AVALANCHE-2,0.0,-0.005698743461816647,0.0
2023-05-10,15.53670883178711,15.70870304107666,14.908783912658691,15.336101531982422,226449891,AVALANCHE-2,0.0,0.013114995506365412,0.0
2023-05-11,14.97328758239746,15.537684440612793,14.855993270874023,15.537389755249023,142436558,AVALANCHE-2,0.0,-0.03626387386734864,0.0
2023-05-12,15.192852973937988,15.200723648071289,14.67658805847168,14.973711013793945,152580777,AVALANCHE-2,0.0,0.014663806484198627,0.0
2023-05-13,14.942066192626951,15.201868057250977,14.934647560119629,15.194025993347168,76672620,AVALANCHE-2,0.0,-0.01650689187483345,0.0
2023-05-14,15.03024959564209,15.142487525939941,14.855501174926758,14.941278457641602,81176240,AVALANCHE-2,0.0,0.005901687348878859,0.0
2023-05-15,15.093147277832031,15.343143463134766,14.863529205322266,15.029603958129883,130822729,AVALANCHE-2,0.0,0.0041847397004091125,0.0
2023-05-16,14.903059005737305,15.142037391662598,14.770429611206055,15.093754768371582,115280580,AVALANCHE-2,0.0,-0.012594342889234111,0.0
2023-05-17,15.164073944091797,15.284197807312012,14.692970275878906,14.902388572692871,130832786,AVALANCHE-2,0.0,0.01751418539334826,0.0
2023-05-18,14.70057201385498,15.173441886901855,14.494279861450195,15.163835525512695,131860692,AVALANCHE-2,0.0,-0.03056579201246945,0.0
2023-05-19,14.67898941040039,14.80501937866211,14.596892356872559,14.701531410217285,96148692,AVALANCHE-2,0.0,-0.0014681471873508878,0.0
2023-05-20,14.636693954467772,14.699698448181152,14.556021690368652,14.678878784179688,69935200,AVALANCHE-2,0.0,-0.0028813602047189635,0.0
2023-05-21,14.313434600830078,14.687588691711426,14.251659393310547,14.635772705078125,84412582,AVALANCHE-2,0.0,-0.022085544361540754,0.0
2023-05-22,14.680551528930664,14.753812789916992,14.14851188659668,14.312813758850098,125232952,AVALANCHE-2,0.0,0.02564841621446301,0.0
2023-05-23,14.711454391479492,14.946106910705566,14.625208854675293,14.680412292480469,105989745,AVALANCHE-2,0.0,0.002105020542854108,0.0
2023-05-24,14.147786140441896,14.712035179138184,14.027911186218262,14.711894035339355,131193367,AVALANCHE-2,0.0,-0.038314923598856354,0.0
2023-05-25,14.095544815063477,14.246715545654297,13.833481788635254,14.14716911315918,128871426,AVALANCHE-2,0.0,-0.0036925441803991044,0.0
2023-05-26,14.345760345458984,14.388660430908203,13.987369537353516,14.095792770385742,122877712,AVALANCHE-2,0.0,0.017751391214627654,0.0
2023-05-27,14.549345970153809,14.583966255187988,14.289724349975586,14.345297813415527,100317944,AVALANCHE-2,0.0,0.014191344326985655,0.0
2023-05-28,14.935823440551758,15.034667015075684,14.387837409973145,14.550682067871094,154009924,AVALANCHE-2,0.0,0.02656321948703133,0.0
2023-05-29,14.484777450561523,14.964109420776367,14.38296127319336,14.938732147216797,134187210,AVALANCHE-2,0.0,-0.03019893692406772,0.0
2023-05-30,14.4511137008667,14.723575592041016,14.41038990020752,14.485981941223145,136632953,AVALANCHE-2,0.0,-0.0023240777988977612,0.0
2023-05-31,14.119641304016112,14.460808753967285,14.025012969970703,14.450821876525879,128954994,AVALANCHE-2,0.0,-0.02293749836254544,0.0
2023-06-01,14.10698413848877,14.284890174865723,13.893011093139648,14.119417190551758,116708033,AVALANCHE-2,0.0,-0.0008964225970627959,0.0
2023-06-02,14.490138053894045,14.55781364440918,14.023426055908203,14.105902671813965,128575136,AVALANCHE-2,0.0,0.02716058312987668,0.0
2023-06-03,14.574328422546388,14.597238540649414,14.422202110290527,14.49035358428955,91435614,AVALANCHE-2,0.0,0.005810184025798026,0.0
2023-06-04,14.782492637634276,14.915099143981934,14.530661582946777,14.5748929977417,112060061,AVALANCHE-2,0.0,0.01428293702822403,0.0
2023-06-05,13.897244453430176,14.873546600341797,13.60968017578125,14.783157348632812,236605569,AVALANCHE-2,0.0,-0.0598849061456912,0.0
2023-06-06,14.631876945495604,14.660537719726562,13.851909637451172,13.894960403442383,170072629,AVALANCHE-2,0.0,0.052861737773066464,0.0
2023-06-07,14.032129287719728,14.682544708251953,13.996687889099121,14.63158130645752,159208577,AVALANCHE-2,0.0,-0.040989113017418255,0.0
2023-06-08,13.93117332458496,14.095104217529297,13.812854766845703,14.031624794006348,110532058,AVALANCHE-2,0.0,-0.0071946289165908395,0.0
2023-06-09,13.767868041992188,14.225353240966797,13.7378568649292,13.931811332702637,130556047,AVALANCHE-2,0.0,-0.011722292070301066,0.0
2023-06-10,11.680257797241213,13.767866134643555,10.423677444458008,13.767866134643555,430714377,AVALANCHE-2,0.0,-0.1516291584422319,0.0
2023-06-11,11.575257301330566,11.795604705810547,11.500344276428223,11.680100440979004,121882450,AVALANCHE-2,0.0,-0.008989570070572106,0.0
2023-06-12,11.520296096801758,11.583162307739258,11.300929069519043,11.575085639953613,125715031,AVALANCHE-2,0.0,-0.004748162662655542,0.0
2023-06-13,11.787354469299316,12.041451454162598,11.455876350402832,11.520524024963379,139037459,AVALANCHE-2,0.0,0.023181554558454387,0.0
2023-06-14,11.366084098815918,11.948820114135742,11.260865211486816,11.787341117858887,135945535,AVALANCHE-2,0.0,-0.03573917892947187,0.0
2023-06-15,11.40145206451416,11.546728134155273,11.032645225524902,11.367071151733398,140941560,AVALANCHE-2,0.0,0.003111710716791727,0.0
2023-06-16,11.541641235351562,11.693414688110352,11.275351524353027,11.400168418884277,93292947,AVALANCHE-2,0.0,0.012295729530252153,0.0
2023-06-17,11.625213623046877,11.821560859680176,11.486980438232422,11.54151439666748,89125242,AVALANCHE-2,0.0,0.0072409448527419595,0.0
2023-06-18,11.34263515472412,11.628235816955566,11.337965965270996,11.624931335449219,95386928,AVALANCHE-2,0.0,-0.024307378555396886,0.0
2023-06-19,11.454609870910645,11.487324714660645,11.211133003234863,11.343002319335938,89600908,AVALANCHE-2,0.0,0.009872019566801393,0.0
2023-06-20,12.106450080871582,12.108436584472656,11.205348014831543,11.45524787902832,123591888,AVALANCHE-2,0.0,0.05690636497505741,0.0
2023-06-21,12.917662620544434,13.011942863464355,12.076196670532227,12.10678482055664,199602351,AVALANCHE-2,0.0,0.06700663978737942,0.0
2023-06-22,12.667882919311523,13.213497161865234,12.645727157592773,12.915260314941406,171555239,AVALANCHE-2,0.0,-0.019336292375035202,0.0
2023-06-23,13.281949996948242,13.482173919677734,12.663741111755371,12.668237686157227,171643520,AVALANCHE-2,0.0,0.04847432531134355,0.0
2023-06-24,13.024869918823242,13.38566780090332,12.803576469421387,13.282217979431152,122944055,AVALANCHE-2,0.0,-0.019355597497661803,0.0
2023-06-25,13.442519187927246,13.674091339111328,12.996980667114258,13.023022651672363,150750404,AVALANCHE-2,0.0,0.03206552324184275,0.0
2023-06-26,13.152833938598633,13.639678955078125,13.032088279724121,13.442231178283691,163891431,AVALANCHE-2,0.0,-0.02154992269520284,0.0
2023-06-27,13.205107688903809,13.461466789245605,13.126251220703125,13.153239250183105,114157872,AVALANCHE-2,0.0,0.003974333634044536,0.0
2023-06-28,12.355886459350586,13.205353736877441,12.174284934997559,13.205353736877441,170640369,AVALANCHE-2,0.0,-0.06431005710516235,0.0
2023-06-29,12.677756309509276,12.924838066101074,12.292954444885254,12.35520076751709,133351344,AVALANCHE-2,0.0,0.026049919705688707,0.0
2023-06-30,13.013050079345703,13.309677124023438,12.377684593200684,12.677090644836426,252369786,AVALANCHE-2,0.0,0.0264474061222435,0.0
2023-07-01,12.994583129882812,13.135228157043457,12.90446662902832,13.013632774353027,116343644,AVALANCHE-2,0.0,-0.0014191099972943322,0.0
2023-07-02,13.119144439697266,13.195372581481934,12.751692771911621,12.996426582336426,139911155,AVALANCHE-2,0.0,0.00958563338042051,0.0
2023-07-03,13.223526000976562,13.431045532226562,13.096904754638672,13.12028980255127,168312885,AVALANCHE-2,0.0,0.007956430524802327,0.0
2023-07-04,13.042004585266112,13.386824607849121,13.041964530944824,13.224189758300781,141670542,AVALANCHE-2,0.0,-0.01372715686398962,0.0
2023-07-05,12.670045852661133,13.142560958862305,12.557414054870605,13.043407440185547,134100625,AVALANCHE-2,0.0,-0.02852005841381089,0.0
2023-07-06,12.410744667053224,13.092917442321777,12.302614212036133,12.67006778717041,153672696,AVALANCHE-2,0.0,-0.02046568644054647,0.0
2023-07-07,12.739989280700684,12.741192817687988,12.331330299377441,12.411574363708496,109676681,AVALANCHE-2,0.0,0.026528997451821246,0.0
2023-07-08,13.66015911102295,13.849803924560547,12.737736701965332,12.73962688446045,285973788,AVALANCHE-2,0.0,0.07222689203641597,0.0
2023-07-09,13.607531547546388,14.186827659606934,13.596845626831055,13.659773826599121,216696215,AVALANCHE-2,0.0,-0.003852631806762319,0.0
2023-07-10,13.38939094543457,13.813161849975586,13.243370056152344,13.607630729675293,173771957,AVALANCHE-2,0.0,-0.01603087241426615,0.0
2023-07-11,13.260403633117676,13.67273998260498,13.186403274536133,13.390639305114746,142550257,AVALANCHE-2,0.0,-0.009633545905303187,0.0
2023-07-12,13.025257110595703,13.331764221191406,12.914302825927734,13.260605812072754,120763425,AVALANCHE-2,0.0,-0.017732983778464884,0.0
2023-07-13,14.092904090881348,14.140225410461426,12.929210662841797,13.024459838867188,262360528,AVALANCHE-2,0.0,0.08196743996839362,0.0
2023-07-14,14.644426345825195,15.872698783874512,14.091705322265625,14.091705322265625,598790026,AVALANCHE-2,0.0,0.03913474833769026,0.0
2023-07-15,14.834538459777832,15.28770637512207,14.466678619384766,14.644079208374023,195367689,AVALANCHE-2,0.0,0.01298187511502169,0.0
2023-07-16,14.28956413269043,14.916604042053223,14.240912437438965,14.834957122802734,136030082,AVALANCHE-2,0.0,-0.03673685760868384,0.0
2023-07-17,14.422088623046877,14.61111068725586,13.970844268798828,14.290464401245117,149018011,AVALANCHE-2,0.0,0.009274215023344912,0.0
